Response	Gene_ENSEMBL_ID	quantitative_sorting_score	visualization_score	baseline_score	Percent_appearing_in_restart_set
Doxorubicin	ENSG00000162129	3781.27	0.20563216	0.01852077	0.0
Doxorubicin	ENSG00000006715	3781.15	0.20562408	-0.11581932	0.04
Doxorubicin	ENSG00000008441	3778.6	0.20545246	0.03017411	0.0
Doxorubicin	ENSG00000185338	3776.23	0.20529295	-0.02966995	0.0
Doxorubicin	ENSG00000161955	3775.11	0.20521756	0.08491641	0.0
Doxorubicin	ENSG00000243509	3773.71	0.20512334	0.01720658	0.0
Doxorubicin	ENSG00000157782	3771.07	0.20494566	0.04144081	0.0
Doxorubicin	ENSG00000089116	3766.2	0.20461788	-0.06146852	0.0
Doxorubicin	ENSG00000184402	3762.89	0.20439511	0.05603772	0.0
Doxorubicin	ENSG00000071539	3762.36	0.20435943	0.03102734	0.0
Doxorubicin	ENSG00000115884	3761.9	0.20432847	0.0437036	0.0
Doxorubicin	ENSG00000196937	3761.18	0.20428002	-0.02504663	0.0
Doxorubicin	ENSG00000155974	3760.91	0.20426184	-0.03971336	0.0
Doxorubicin	ENSG00000152495	3760.21	0.20421473	-0.03284652	0.0
Doxorubicin	ENSG00000124155	3760.07	0.20420531	0.10814733	0.01
Doxorubicin	ENSG00000164690	3757.89	0.20405858	-0.01049525	0.0
Doxorubicin	ENSG00000102934	3756.49	0.20396436	0.01832591	0.0
Doxorubicin	ENSG00000097033	3756.05	0.20393474	0.00606473	0.0
Doxorubicin	ENSG00000012061	3755.66	0.2039085	-0.05609751	0.0
Doxorubicin	ENSG00000147133	3754.08	0.20380215	-0.0653076	0.0
Doxorubicin	ENSG00000123562	3754.06	0.20380081	0.07246592	0.0
Doxorubicin	ENSG00000104812	3749.65	0.203504	0.02902967	0.0
Doxorubicin	ENSG00000048462	3746.87	0.20331689	-0.01582165	0.0
Doxorubicin	ENSG00000115919	3745.86	0.20324891	-0.03598292	0.0
Doxorubicin	ENSG00000130332	3744.35	0.20314728	0.05954552	0.0
Doxorubicin	ENSG00000133961	3742.81	0.20304364	-0.02700635	0.0
Doxorubicin	ENSG00000169245	3742.63	0.20303152	-0.0989231	0.0
Doxorubicin	ENSG00000078618	3741.57	0.20296018	-0.06793994	0.0
Doxorubicin	ENSG00000160349	3741.19	0.2029346	0.02755214	0.0
Doxorubicin	ENSG00000167165	3739.61	0.20282826	0.0656539	0.0
Doxorubicin	ENSG00000146006	3734.05	0.20245405	0.04366684	0.0
Doxorubicin	ENSG00000111596	3731.62	0.2022905	-0.09337559	0.01
Doxorubicin	ENSG00000129654	3731.07	0.20225348	0.00384687	0.0
Doxorubicin	ENSG00000064999	3726.02	0.2019136	0.05711533	0.0
Doxorubicin	ENSG00000160113	3722.67	0.20168813	0.07430487	0.0
Doxorubicin	ENSG00000179639	3721.02	0.20157707	0.0292354	0.0
Doxorubicin	ENSG00000254087	3717.08	0.2013119	-0.06218595	0.0
Doxorubicin	ENSG00000169896	3716.2	0.20125267	-0.04617847	0.0
Doxorubicin	ENSG00000144891	3713.27	0.20105547	0.08794874	0.0
Doxorubicin	ENSG00000164919	3712.59	0.2010097	0.07359391	0.0
Doxorubicin	ENSG00000163501	3710.78	0.20088788	0.04742132	0.0
Doxorubicin	ENSG00000135404	3710.34	0.20085826	0.09536464	0.0
Doxorubicin	ENSG00000115009	3710.17	0.20084682	-0.03970364	0.0
Doxorubicin	ENSG00000130147	3707.29	0.20065299	0.05765265	0.0
Doxorubicin	ENSG00000100577	3706.43	0.2005951	0.03975714	0.0
Doxorubicin	ENSG00000203668	3703.2	0.20037771	-0.02947836	0.0
Doxorubicin	ENSG00000151474	3702.52	0.20033194	-0.00770948	0.0
Doxorubicin	ENSG00000162063	3701.35	0.2002532	0.09582919	0.01
Doxorubicin	ENSG00000126088	3700.8	0.20021618	-0.04797708	0.0
Doxorubicin	ENSG00000143774	3696.65	0.19993687	0.10032001	0.01
Doxorubicin	ENSG00000189241	3696.44	0.19992273	-0.03017324	0.0
Doxorubicin	ENSG00000111859	3694.8	0.19981236	-0.02036727	0.0
Doxorubicin	ENSG00000122679	3693.16	0.19970198	-0.03805997	0.0
Doxorubicin	ENSG00000172465	3690.26	0.19950679	-0.04833573	0.0
Doxorubicin	ENSG00000186815	3688.72	0.19940315	0.13589403	0.15
Doxorubicin	ENSG00000131143	3688.49	0.19938767	0.06485716	0.0
Doxorubicin	ENSG00000178772	3686.94	0.19928334	-0.01916076	0.0
Doxorubicin	ENSG00000126226	3686.69	0.19926652	-0.02819506	0.0
Doxorubicin	ENSG00000109471	3683.49	0.19905114	0.03107695	0.0
Doxorubicin	ENSG00000124466	3683.2	0.19903163	0.02939227	0.0
Doxorubicin	ENSG00000157087	3682.5	0.19898451	0.05879003	0.0
Doxorubicin	ENSG00000242265	3679.64	0.19879202	0.06550162	0.0
Doxorubicin	ENSG00000134138	3678.16	0.19869241	-0.0481181	0.0
Doxorubicin	ENSG00000054611	3676.73	0.19859617	0.02464075	0.0
Doxorubicin	ENSG00000164404	3673.33	0.19836733	-0.00867063	0.0
Doxorubicin	ENSG00000170458	3669.82	0.19813109	0.01308287	0.0
Doxorubicin	ENSG00000105668	3669.7	0.19812302	0.02805131	0.0
Doxorubicin	ENSG00000134910	3668.68	0.19805437	0.00694298	0.0
Doxorubicin	ENSG00000140263	3668.44	0.19803821	-0.00468888	0.0
Doxorubicin	ENSG00000088035	3667.79	0.19799447	-0.06229497	0.0
Doxorubicin	ENSG00000129009	3667.4	0.19796822	-0.03797902	0.0
Doxorubicin	ENSG00000115604	3667.26	0.19795879	-0.07780282	0.0
Doxorubicin	ENSG00000115317	3667.05	0.19794466	-0.03101087	0.0
Doxorubicin	ENSG00000178999	3665.66	0.19785111	-0.013168	0.0
Doxorubicin	ENSG00000177666	3664.43	0.19776832	0.0491574	0.0
Doxorubicin	ENSG00000138136	3663.39	0.19769833	0.05825232	0.0
Doxorubicin	ENSG00000105186	3663.2	0.19768554	0.02166223	0.0
Doxorubicin	ENSG00000188783	3658.61	0.19737661	0.08015185	0.0
Doxorubicin	ENSG00000074603	3657.57	0.19730662	-0.066713	0.0
Doxorubicin	ENSG00000149084	3656.13	0.1972097	0.05948187	0.0
Doxorubicin	ENSG00000168496	3655.33	0.19715585	-0.03302219	0.0
Doxorubicin	ENSG00000152291	3654.32	0.19708788	0.03998038	0.0
Doxorubicin	ENSG00000142677	3653.46	0.19703	0.01584452	0.0
Doxorubicin	ENSG00000166670	3651.86	0.19692231	-0.08992927	0.0
Doxorubicin	ENSG00000102309	3650.12	0.1968052	-0.07119978	0.0
Doxorubicin	ENSG00000126549	3649.6	0.1967702	0.02695102	0.0
Doxorubicin	ENSG00000096384	3648.59	0.19670222	-0.00937122	0.0
Doxorubicin	ENSG00000100345	3645.57	0.19649896	-0.01246671	0.0
Doxorubicin	ENSG00000072274	3642.83	0.19631455	0.08937862	0.0
Doxorubicin	ENSG00000068394	3638.15	0.19599957	-0.02056753	0.0
Doxorubicin	ENSG00000137074	3637.35	0.19594572	-0.0998698	0.01
Doxorubicin	ENSG00000034971	3636.47	0.1958865	0.01239386	0.0
Doxorubicin	ENSG00000140481	3636.35	0.19587842	-0.03790427	0.0
Doxorubicin	ENSG00000127928	3635.64	0.19583063	0.07893694	0.0
Doxorubicin	ENSG00000128534	3634.28	0.1957391	-0.06126192	0.0
Doxorubicin	ENSG00000254505	3630.05	0.1954544	-0.0697625	0.0
Doxorubicin	ENSG00000135424	3622.4	0.19493952	0.01612917	0.0
Doxorubicin	ENSG00000115211	3622.0	0.1949126	0.04060396	0.0
Doxorubicin	ENSG00000205155	3620.94	0.19484126	0.04021832	0.0
Doxorubicin	ENSG00000104870	3617.27	0.19459425	-0.00029405	0.0
Doxorubicin	ENSG00000101470	3615.75	0.19449195	0.0813756	0.0
Doxorubicin	ENSG00000019549	3614.24	0.19439032	-0.04147903	0.0
Doxorubicin	ENSG00000258839	3612.1	0.19424629	0.01979503	0.0
Doxorubicin	ENSG00000066405	3611.75	0.19422273	-0.01212343	0.0
Doxorubicin	ENSG00000169136	3610.78	0.19415745	-0.0552686	0.0
Doxorubicin	ENSG00000139970	3609.61	0.1940787	0.10389301	0.0
Doxorubicin	ENSG00000165140	3608.42	0.19399861	0.1053229	0.02
Doxorubicin	ENSG00000110148	3607.28	0.19392188	0.02925398	0.0
Doxorubicin	ENSG00000160145	3606.5	0.19386939	0.04995818	0.0
Doxorubicin	ENSG00000145779	3605.65	0.19381218	-0.06486491	0.0
Doxorubicin	ENSG00000198382	3605.58	0.19380747	-0.03242115	0.0
Doxorubicin	ENSG00000117650	3604.02	0.19370247	0.01154441	0.0
Doxorubicin	ENSG00000156113	3603.04	0.19363651	0.03448534	0.0
Doxorubicin	ENSG00000173621	3602.48	0.19359882	-0.07852001	0.0
Doxorubicin	ENSG00000125848	3601.41	0.19352681	0.00642423	0.0
Doxorubicin	ENSG00000109758	3599.63	0.193407	0.0172604	0.0
Doxorubicin	ENSG00000100665	3597.55	0.19326701	-0.05471429	0.0
Doxorubicin	ENSG00000162928	3596.11	0.19317009	-0.04265599	0.0
Doxorubicin	ENSG00000186318	3592.75	0.19294395	-0.00044291	0.0
Doxorubicin	ENSG00000176105	3592.44	0.19292309	-0.01272657	0.0
Doxorubicin	ENSG00000167110	3591.17	0.19283761	0.13472979	0.18
Doxorubicin	ENSG00000136720	3586.26	0.19250715	-0.03086846	0.0
Doxorubicin	ENSG00000110244	3583.43	0.19231667	0.03781132	0.0
Doxorubicin	ENSG00000171700	3583.18	0.19229985	-0.10001377	0.0
Doxorubicin	ENSG00000118939	3582.8	0.19227427	0.04249072	0.0
Doxorubicin	ENSG00000054356	3582.55	0.19225745	0.10763909	0.01
Doxorubicin	ENSG00000164741	3581.73	0.19220226	-0.06239223	0.0
Doxorubicin	ENSG00000181092	3580.05	0.19208919	0.0762698	0.0
Doxorubicin	ENSG00000041353	3578.14	0.19196064	0.10125321	0.0
Doxorubicin	ENSG00000126351	3576.59	0.19185631	0.00435782	0.0
Doxorubicin	ENSG00000113328	3574.18	0.19169411	-0.06126478	0.0
Doxorubicin	ENSG00000182446	3572.49	0.19158037	0.05205112	0.0
Doxorubicin	ENSG00000050628	3570.04	0.19141547	-0.01287776	0.0
Doxorubicin	ENSG00000169016	3569.95	0.19140941	-0.10418826	0.0
Doxorubicin	ENSG00000197728	3566.57	0.19118192	-0.0369128	0.0
Doxorubicin	ENSG00000106991	3558.32	0.19062666	-0.01516737	0.0
Doxorubicin	ENSG00000125971	3554.38	0.19036148	0.04979335	0.0
Doxorubicin	ENSG00000106617	3554.06	0.19033995	0.00232326	0.0
Doxorubicin	ENSG00000072110	3551.91	0.19019524	0.04819629	0.0
Doxorubicin	ENSG00000137509	3551.88	0.19019322	-0.00375113	0.0
Doxorubicin	ENSG00000154721	3550.87	0.19012525	-0.02466981	0.0
Doxorubicin	ENSG00000169836	3549.98	0.19006535	-0.06699994	0.0
Doxorubicin	ENSG00000105372	3549.11	0.19000679	-0.06432949	0.0
Doxorubicin	ENSG00000134569	3547.44	0.18989439	-0.00690183	0.0
Doxorubicin	ENSG00000095637	3546.23	0.18981295	0.09996905	0.02
Doxorubicin	ENSG00000005882	3543.19	0.18960835	-0.0257941	0.0
Doxorubicin	ENSG00000078098	3537.88	0.18925096	0.03274599	0.0
Doxorubicin	ENSG00000071246	3536.48	0.18915674	-0.07254393	0.0
Doxorubicin	ENSG00000107796	3534.81	0.18904434	-0.08733179	0.01
Doxorubicin	ENSG00000175505	3532.76	0.18890637	-0.05919007	0.0
Doxorubicin	ENSG00000078295	3532.35	0.18887877	0.0977227	0.0
Doxorubicin	ENSG00000008196	3531.01	0.18878858	-0.02814383	0.0
Doxorubicin	ENSG00000171557	3529.39	0.18867955	0.02200514	0.0
Doxorubicin	ENSG00000139874	3523.84	0.18830601	0.05953696	0.0
Doxorubicin	ENSG00000131808	3520.8	0.18810141	0.03743283	0.0
Doxorubicin	ENSG00000134057	3520.3	0.18806775	-0.00493145	0.0
Doxorubicin	ENSG00000121281	3518.88	0.18797218	-0.06441112	0.0
Doxorubicin	ENSG00000091010	3518.75	0.18796343	-0.03854842	0.0
Doxorubicin	ENSG00000140299	3516.9	0.18783892	-0.10234485	0.0
Doxorubicin	ENSG00000125249	3516.83	0.18783421	-0.00781125	0.0
Doxorubicin	ENSG00000143171	3516.2	0.18779181	0.02078529	0.0
Doxorubicin	ENSG00000114541	3514.96	0.18770835	0.00107654	0.0
Doxorubicin	ENSG00000158019	3511.19	0.18745461	0.04842352	0.0
Doxorubicin	ENSG00000103111	3508.93	0.1873025	-0.00860805	0.0
Doxorubicin	ENSG00000092094	3505.32	0.18705954	-0.01157317	0.0
Doxorubicin	ENSG00000087266	3504.7	0.18701781	0.01771818	0.0
Doxorubicin	ENSG00000132591	3504.35	0.18699425	-0.00904908	0.0
Doxorubicin	ENSG00000197565	3500.84	0.18675801	-0.07008664	0.0
Doxorubicin	ENSG00000184575	3498.54	0.18660321	-0.08652684	0.0
Doxorubicin	ENSG00000073910	3496.79	0.18648543	0.05888224	0.0
Doxorubicin	ENSG00000167987	3496.05	0.18643562	0.07502572	0.0
Doxorubicin	ENSG00000119383	3495.65	0.1864087	0.04558644	0.0
Doxorubicin	ENSG00000116750	3495.34	0.18638784	-0.05151544	0.0
Doxorubicin	ENSG00000108576	3494.44	0.18632726	0.05141642	0.0
Doxorubicin	ENSG00000075073	3492.76	0.18621419	0.05329933	0.0
Doxorubicin	ENSG00000123159	3492.66	0.18620746	0.05905375	0.0
Doxorubicin	ENSG00000196683	3492.04	0.18616573	0.01186401	0.0
Doxorubicin	ENSG00000092295	3489.09	0.18596719	-0.05766455	0.0
Doxorubicin	ENSG00000184164	3481.22	0.1854375	0.05137577	0.0
Doxorubicin	ENSG00000128191	3477.87	0.18521203	-0.01861912	0.0
Doxorubicin	ENSG00000076555	3475.5	0.18505252	-0.01215198	0.0
Doxorubicin	ENSG00000139211	3470.38	0.18470792	0.0138981	0.0
Doxorubicin	ENSG00000049759	3469.73	0.18466418	0.06371771	0.0
Doxorubicin	ENSG00000072163	3469.49	0.18464802	-0.04325305	0.0
Doxorubicin	ENSG00000108344	3468.01	0.18454841	0.03995893	0.0
Doxorubicin	ENSG00000100479	3467.83	0.1845363	-0.0318037	0.0
Doxorubicin	ENSG00000117450	3466.69	0.18445957	0.0310035	0.0
Doxorubicin	ENSG00000160013	3461.86	0.18413449	0.02020968	0.0
Doxorubicin	ENSG00000137267	3461.7	0.18412372	0.06034793	0.0
Doxorubicin	ENSG00000171791	3460.25	0.18402613	0.01299475	0.0
Doxorubicin	ENSG00000159723	3458.16	0.18388546	0.04880646	0.0
Doxorubicin	ENSG00000085117	3456.05	0.18374345	-0.04419569	0.0
Doxorubicin	ENSG00000174804	3454.14	0.1836149	0.02890416	0.0
Doxorubicin	ENSG00000134809	3451.5	0.18343722	-0.05748168	0.0
Doxorubicin	ENSG00000111540	3447.83	0.18319021	0.07440084	0.0
Doxorubicin	ENSG00000122735	3445.39	0.18302599	0.04436344	0.0
Doxorubicin	ENSG00000154359	3443.4	0.18289205	-0.02152982	0.0
Doxorubicin	ENSG00000057608	3440.48	0.18269552	-0.06260128	0.0
Doxorubicin	ENSG00000145335	3438.6	0.18256899	-0.03373804	0.0
Doxorubicin	ENSG00000072315	3434.84	0.18231593	0.0060545	0.0
Doxorubicin	ENSG00000124357	3433.94	0.18225535	0.02261955	0.0
Doxorubicin	ENSG00000141568	3432.3	0.18214497	-0.00897592	0.0
Doxorubicin	ENSG00000138755	3431.87	0.18211603	-0.0398748	0.0
Doxorubicin	ENSG00000077238	3431.38	0.18208305	-0.05014889	0.0
Doxorubicin	ENSG00000198466	3430.93	0.18205277	0.07784527	0.0
Doxorubicin	ENSG00000117601	3430.35	0.18201373	-0.03300812	0.0
Doxorubicin	ENSG00000167085	3429.85	0.18198008	0.02627536	0.0
Doxorubicin	ENSG00000204764	3429.35	0.18194643	-0.02062656	0.0
Doxorubicin	ENSG00000070540	3427.72	0.18183672	0.05643807	0.0
Doxorubicin	ENSG00000101890	3426.98	0.18178692	-0.02129742	0.0
Doxorubicin	ENSG00000058085	3426.54	0.1817573	-0.03332133	0.0
Doxorubicin	ENSG00000163017	3424.76	0.1816375	0.00578359	0.0
Doxorubicin	ENSG00000100376	3424.41	0.18161394	-0.02008352	0.0
Doxorubicin	ENSG00000129675	3422.79	0.18150491	-0.06278677	0.0
Doxorubicin	ENSG00000120500	3422.1	0.18145847	0.06061756	0.0
Doxorubicin	ENSG00000159399	3420.78	0.18136963	0.10686901	0.0
Doxorubicin	ENSG00000125538	3420.48	0.18134944	-0.0971199	0.0
Doxorubicin	ENSG00000115756	3416.32	0.18106945	0.08170928	0.0
Doxorubicin	ENSG00000082701	3413.15	0.1808561	0.05500211	0.0
Doxorubicin	ENSG00000145386	3411.24	0.18072755	-0.01110334	0.0
Doxorubicin	ENSG00000131979	3408.98	0.18057544	-0.00390649	0.0
Doxorubicin	ENSG00000136931	3402.68	0.18015142	-0.05062756	0.0
Doxorubicin	ENSG00000149480	3396.94	0.17976509	-0.05253347	0.0
Doxorubicin	ENSG00000079308	3393.2	0.17951338	0.02969837	0.0
Doxorubicin	ENSG00000143185	3392.85	0.17948982	0.01408039	0.0
Doxorubicin	ENSG00000198668	3392.64	0.17947569	0.10363262	0.0
Doxorubicin	ENSG00000066468	3391.54	0.17940165	-0.01217607	0.0
Doxorubicin	ENSG00000090539	3390.61	0.17933906	0.05605549	0.0
Doxorubicin	ENSG00000111676	3390.37	0.17932291	0.03745298	0.0
Doxorubicin	ENSG00000143013	3389.73	0.17927983	-0.01009015	0.0
Doxorubicin	ENSG00000130830	3387.68	0.17914186	-0.00440321	0.0
Doxorubicin	ENSG00000127054	3385.45	0.17899177	0.0109505	0.0
Doxorubicin	ENSG00000151694	3379.07	0.17856237	-0.06211062	0.0
Doxorubicin	ENSG00000127564	3378.38	0.17851593	0.06339348	0.0
Doxorubicin	ENSG00000105851	3376.23	0.17837122	-0.03457667	0.0
Doxorubicin	ENSG00000134061	3374.91	0.17828238	-0.00438497	0.0
Doxorubicin	ENSG00000120549	3373.91	0.17821508	0.01713811	0.0
Doxorubicin	ENSG00000160305	3373.17	0.17816527	0.06993161	0.0
Doxorubicin	ENSG00000198087	3370.45	0.1779822	0.05757457	0.0
Doxorubicin	ENSG00000146731	3370.19	0.1779647	-0.08196796	0.0
Doxorubicin	ENSG00000147123	3369.0	0.17788461	0.05507272	0.0
Doxorubicin	ENSG00000148156	3364.66	0.17759251	-0.05219907	0.0
Doxorubicin	ENSG00000055130	3364.24	0.17756424	-0.05573756	0.0
Doxorubicin	ENSG00000187688	3360.6	0.17731926	-0.036116	0.0
Doxorubicin	ENSG00000078018	3355.12	0.17695043	0.05825355	0.0
Doxorubicin	ENSG00000103657	3354.79	0.17692822	0.0034162	0.0
Doxorubicin	ENSG00000132639	3349.55	0.17657554	0.04393304	0.0
Doxorubicin	ENSG00000064300	3349.42	0.17656679	-0.11002871	0.06
Doxorubicin	ENSG00000173465	3347.28	0.17642276	-0.02819568	0.0
Doxorubicin	ENSG00000007047	3346.91	0.17639786	-0.03765632	0.0
Doxorubicin	ENSG00000133661	3346.63	0.17637901	0.00073259	0.0
Doxorubicin	ENSG00000171596	3344.82	0.17625719	-0.00089137	0.0
Doxorubicin	ENSG00000143621	3343.02	0.17613605	-0.07795459	0.0
Doxorubicin	ENSG00000183475	3340.28	0.17595163	-0.09309845	0.0
Doxorubicin	ENSG00000149591	3334.16	0.17553973	-0.01462156	0.0
Doxorubicin	ENSG00000068976	3333.63	0.17550406	-0.03077007	0.0
Doxorubicin	ENSG00000164050	3333.61	0.17550271	0.04356677	0.0
Doxorubicin	ENSG00000156049	3331.87	0.1753856	-0.03735567	0.0
Doxorubicin	ENSG00000185247	3328.45	0.17515542	0.0358756	0.0
Doxorubicin	ENSG00000182255	3327.31	0.1750787	-0.06740375	0.0
Doxorubicin	ENSG00000066027	3325.29	0.17494274	0.04361862	0.0
Doxorubicin	ENSG00000102970	3319.23	0.17453488	0.02327815	0.0
Doxorubicin	ENSG00000162909	3316.9	0.17437806	0.01511018	0.0
Doxorubicin	ENSG00000114021	3316.68	0.17436325	-0.07407788	0.0
Doxorubicin	ENSG00000165886	3310.98	0.17397962	-0.0678541	0.0
Doxorubicin	ENSG00000135046	3309.82	0.17390154	-0.09866811	0.0
Doxorubicin	ENSG00000107562	3308.04	0.17378174	0.02943559	0.0
Doxorubicin	ENSG00000152413	3304.09	0.17351589	-0.12389986	0.11
Doxorubicin	ENSG00000189056	3303.21	0.17345666	0.03915083	0.0
Doxorubicin	ENSG00000105675	3302.65	0.17341897	0.01732588	0.0
Doxorubicin	ENSG00000188257	3297.17	0.17305014	0.08048901	0.0
Doxorubicin	ENSG00000163499	3295.33	0.1729263	0.10528865	0.01
Doxorubicin	ENSG00000185010	3294.52	0.17287179	-0.07712836	0.0
Doxorubicin	ENSG00000100038	3289.99	0.1725669	-0.02225566	0.0
Doxorubicin	ENSG00000123992	3284.16	0.17217451	0.0137924	0.0
Doxorubicin	ENSG00000144381	3283.15	0.17210654	-0.02585611	0.0
Doxorubicin	ENSG00000145740	3282.89	0.17208904	0.02829604	0.0
Doxorubicin	ENSG00000009413	3281.83	0.1720177	-0.06298767	0.0
Doxorubicin	ENSG00000074966	3280.31	0.17191539	-0.01912477	0.0
Doxorubicin	ENSG00000172009	3280.0	0.17189453	-0.04683699	0.0
Doxorubicin	ENSG00000109062	3277.67	0.17173771	0.11177809	0.08
Doxorubicin	ENSG00000117592	3276.78	0.17167781	-0.01696989	0.0
Doxorubicin	ENSG00000161610	3275.77	0.17160983	-0.00426312	0.0
Doxorubicin	ENSG00000065491	3275.21	0.17157214	-0.0291735	0.0
Doxorubicin	ENSG00000012983	3275.1	0.17156474	-0.04349455	0.0
Doxorubicin	ENSG00000197702	3268.16	0.17109765	-0.02408712	0.0
Doxorubicin	ENSG00000158290	3265.78	0.17093746	-0.00851267	0.0
Doxorubicin	ENSG00000116141	3262.41	0.17071065	-0.03007721	0.0
Doxorubicin	ENSG00000113100	3261.48	0.17064805	0.03160193	0.0
Doxorubicin	ENSG00000011590	3261.16	0.17062652	-0.02561225	0.0
Doxorubicin	ENSG00000101639	3259.97	0.17054642	-0.06907234	0.0
Doxorubicin	ENSG00000136867	3253.09	0.17008337	-0.05250719	0.0
Doxorubicin	ENSG00000175115	3252.98	0.17007597	-0.04357132	0.0
Doxorubicin	ENSG00000005156	3242.24	0.16935312	-0.03174441	0.0
Doxorubicin	ENSG00000101204	3241.56	0.16930735	0.00990857	0.0
Doxorubicin	ENSG00000138621	3240.39	0.16922861	-0.04684487	0.0
Doxorubicin	ENSG00000211455	3239.06	0.16913909	-0.06933908	0.0
Doxorubicin	ENSG00000156973	3238.93	0.16913034	-0.06928724	0.0
Doxorubicin	ENSG00000099985	3237.94	0.16906371	-0.01069023	0.0
Doxorubicin	ENSG00000062524	3237.91	0.16906169	0.04098935	0.0
Doxorubicin	ENSG00000146674	3237.67	0.16904554	-0.00233799	0.0
Doxorubicin	ENSG00000254647	3235.83	0.1689217	0.06567571	0.0
Doxorubicin	ENSG00000117148	3234.93	0.16886112	0.02274047	0.0
Doxorubicin	ENSG00000125450	3228.63	0.16843711	-0.00046101	0.0
Doxorubicin	ENSG00000083290	3228.63	0.16843711	0.00206706	0.0
Doxorubicin	ENSG00000027075	3228.26	0.1684122	-0.03937082	0.0
Doxorubicin	ENSG00000163206	3224.81	0.16818	-0.06348735	0.0
Doxorubicin	ENSG00000123999	3220.97	0.16792156	-0.03657921	0.0
Doxorubicin	ENSG00000173597	3216.86	0.16764493	0.03574272	0.0
Doxorubicin	ENSG00000196776	3216.73	0.16763619	0.00085113	0.0
Doxorubicin	ENSG00000077522	3215.08	0.16752513	-0.03903361	0.0
Doxorubicin	ENSG00000110435	3214.65	0.16749619	0.03200437	0.0
Doxorubicin	ENSG00000132646	3211.66	0.16729495	-0.02583695	0.0
Doxorubicin	ENSG00000082641	3207.9	0.16704189	-0.03136655	0.0
Doxorubicin	ENSG00000112077	3206.28	0.16693286	0.02181908	0.0
Doxorubicin	ENSG00000130725	3205.74	0.16689651	-0.00204432	0.0
Doxorubicin	ENSG00000132965	3204.24	0.16679555	-0.06371795	0.0
Doxorubicin	ENSG00000233927	3202.65	0.16668854	-0.02142386	0.0
Doxorubicin	ENSG00000149925	3200.87	0.16656874	0.12979696	0.09
Doxorubicin	ENSG00000085415	3200.57	0.16654855	-0.02154204	0.0
Doxorubicin	ENSG00000145526	3200.49	0.16654316	0.05233007	0.0
Doxorubicin	ENSG00000117707	3198.98	0.16644153	0.08934993	0.0
Doxorubicin	ENSG00000112186	3195.02	0.16617501	-0.07060994	0.0
Doxorubicin	ENSG00000129351	3192.53	0.16600742	-0.05027221	0.0
Doxorubicin	ENSG00000034693	3186.43	0.16559686	-0.0307698	0.0
Doxorubicin	ENSG00000127955	3184.36	0.16545754	0.07855942	0.0
Doxorubicin	ENSG00000131477	3180.93	0.16522669	0.0107582	0.0
Doxorubicin	ENSG00000160688	3177.78	0.16501468	0.03309139	0.0
Doxorubicin	ENSG00000119917	3176.34	0.16491776	-0.077004	0.0
Doxorubicin	ENSG00000109458	3175.57	0.16486594	-0.01461194	0.0
Doxorubicin	ENSG00000158825	3172.3	0.16464585	-0.04681045	0.0
Doxorubicin	ENSG00000151729	3169.69	0.16447019	-0.01724422	0.0
Doxorubicin	ENSG00000198015	3168.43	0.16438539	-0.08316903	0.0
Doxorubicin	ENSG00000056558	3167.85	0.16434635	-0.04724919	0.0
Doxorubicin	ENSG00000187840	3167.74	0.16433895	0.00947312	0.0
Doxorubicin	ENSG00000138363	3164.27	0.1641054	-0.10702198	0.02
Doxorubicin	ENSG00000143184	3164.05	0.16409059	0.03969529	0.0
Doxorubicin	ENSG00000167657	3163.73	0.16406906	-0.00593463	0.0
Doxorubicin	ENSG00000105576	3159.97	0.16381599	0.01197396	0.0
Doxorubicin	ENSG00000137070	3156.75	0.16359927	-0.07000273	0.0
Doxorubicin	ENSG00000143632	3156.53	0.16358447	-0.05838522	0.0
Doxorubicin	ENSG00000072849	3154.12	0.16342226	-0.11662533	0.06
Doxorubicin	ENSG00000186827	3148.68	0.16305613	-0.00440273	0.0
Doxorubicin	ENSG00000172349	3146.79	0.16292892	0.0053048	0.0
Doxorubicin	ENSG00000135828	3145.87	0.162867	0.02204112	0.0
Doxorubicin	ENSG00000102786	3141.62	0.16258096	-0.03605873	0.0
Doxorubicin	ENSG00000177302	3140.25	0.16248875	-0.00531658	0.0
Doxorubicin	ENSG00000188153	3139.22	0.16241943	-0.0661093	0.0
Doxorubicin	ENSG00000064313	3137.97	0.1623353	-0.08796669	0.0
Doxorubicin	ENSG00000096433	3136.94	0.16226597	0.0158239	0.0
Doxorubicin	ENSG00000138092	3136.67	0.1622478	-0.00270604	0.0
Doxorubicin	ENSG00000198898	3136.12	0.16221078	0.0487563	0.0
Doxorubicin	ENSG00000177054	3136.09	0.16220877	0.02651241	0.0
Doxorubicin	ENSG00000164418	3135.21	0.16214954	0.04520062	0.0
Doxorubicin	ENSG00000164061	3132.03	0.16193551	0.03259189	0.0
Doxorubicin	ENSG00000114098	3128.44	0.16169389	-0.07481385	0.0
Doxorubicin	ENSG00000101265	3124.76	0.16144621	-0.00945432	0.0
Doxorubicin	ENSG00000065618	3124.09	0.16140111	-0.02382535	0.0
Doxorubicin	ENSG00000187003	3114.43	0.16075095	-0.00779705	0.0
Doxorubicin	ENSG00000112425	3114.12	0.16073009	-0.07252922	0.0
Doxorubicin	ENSG00000076356	3110.83	0.16050866	0.06931563	0.0
Doxorubicin	ENSG00000130203	3110.28	0.16047164	-0.0259341	0.0
