Response	Gene_ENSEMBL_ID	quantitative_sorting_score	visualization_score	baseline_score	Percent_appearing_in_restart_set
Doxorubicin	ENSG00000187735	11411.36	0.71917008	-0.13433515	0.19
Doxorubicin	ENSG00000253305	11410.68	0.71912432	0.02883933	0.0
Doxorubicin	ENSG00000166801	11410.32	0.71910009	-0.04240665	0.0
Doxorubicin	ENSG00000180879	11410.2	0.71909201	0.10858149	0.0
Doxorubicin	ENSG00000100764	11409.81	0.71906576	-0.07103841	0.0
Doxorubicin	ENSG00000131116	11409.55	0.71904826	-0.02600991	0.0
Doxorubicin	ENSG00000173917	11407.99	0.71894327	0.01355021	0.0
Doxorubicin	ENSG00000104738	11407.0	0.71887664	-0.01034246	0.0
Doxorubicin	ENSG00000085872	11406.85	0.71886654	0.0020112	0.0
Doxorubicin	ENSG00000157538	11406.58	0.71884837	0.01438952	0.0
Doxorubicin	ENSG00000117751	11406.56	0.71884702	-0.1460246	0.39
Doxorubicin	ENSG00000161905	11405.61	0.71878308	0.03661907	0.0
Doxorubicin	ENSG00000081692	11405.27	0.7187602	-0.00533599	0.0
Doxorubicin	ENSG00000144837	11404.84	0.71873126	0.04830889	0.0
Doxorubicin	ENSG00000176387	11399.99	0.71840483	0.12329102	0.12
Doxorubicin	ENSG00000181218	11399.23	0.71835368	0.04526982	0.0
Doxorubicin	ENSG00000019505	11396.08	0.71814167	0.11688624	0.02
Doxorubicin	ENSG00000072736	11395.8	0.71812283	-0.04298149	0.0
Doxorubicin	ENSG00000185324	11395.55	0.718106	0.0475379	0.0
Doxorubicin	ENSG00000136643	11395.21	0.71808312	0.03447887	0.0
Doxorubicin	ENSG00000204965	11394.68	0.71804745	0.03508512	0.0
Doxorubicin	ENSG00000139793	11394.22	0.71801649	0.04072739	0.0
Doxorubicin	ENSG00000128928	11393.56	0.71797207	-0.05846872	0.0
Doxorubicin	ENSG00000163558	11393.44	0.71796399	-0.00991416	0.0
Doxorubicin	ENSG00000139182	11392.84	0.71792361	0.01805086	0.0
Doxorubicin	ENSG00000147649	11392.19	0.71787986	-0.00677379	0.0
Doxorubicin	ENSG00000105366	11391.43	0.71782871	0.02789274	0.0
Doxorubicin	ENSG00000087191	11390.36	0.71775669	-0.07831937	0.0
Doxorubicin	ENSG00000177551	11389.48	0.71769747	0.02874536	0.0
Doxorubicin	ENSG00000213937	11389.4	0.71769208	0.05148557	0.0
Doxorubicin	ENSG00000104055	11387.98	0.71759651	-0.0242104	0.0
Doxorubicin	ENSG00000071967	11386.96	0.71752786	-0.09892353	0.0
Doxorubicin	ENSG00000147883	11386.75	0.71751373	-0.09935201	0.02
Doxorubicin	ENSG00000241399	11383.66	0.71730575	-0.044903	0.0
Doxorubicin	ENSG00000188612	11383.64	0.71730441	0.02182013	0.0
Doxorubicin	ENSG00000126890	11383.42	0.7172896	0.07194117	0.0
Doxorubicin	ENSG00000011523	11383.12	0.71726941	-0.07088372	0.0
Doxorubicin	ENSG00000253846	11377.86	0.71691539	-0.01565122	0.0
Doxorubicin	ENSG00000173575	11377.09	0.71686357	0.02610661	0.0
Doxorubicin	ENSG00000179750	11375.31	0.71674376	-0.01771072	0.0
Doxorubicin	ENSG00000198554	11374.75	0.71670607	-0.01852277	0.0
Doxorubicin	ENSG00000138639	11374.14	0.71666502	0.03457702	0.0
Doxorubicin	ENSG00000157423	11373.84	0.71664483	0.07165809	0.0
Doxorubicin	ENSG00000102312	11373.61	0.71662935	-0.044038	0.0
Doxorubicin	ENSG00000119042	11373.24	0.71660444	0.0336955	0.0
Doxorubicin	ENSG00000011009	11372.75	0.71657146	0.0453996	0.0
Doxorubicin	ENSG00000111331	11371.66	0.7164981	-0.07519481	0.0
Doxorubicin	ENSG00000185201	11370.46	0.71641734	-0.10201403	0.0
Doxorubicin	ENSG00000083123	11370.44	0.71641599	0.02346342	0.0
Doxorubicin	ENSG00000166483	11369.76	0.71637022	-0.02160078	0.0
Doxorubicin	ENSG00000167508	11365.56	0.71608755	0.07829658	0.0
Doxorubicin	ENSG00000142687	11365.16	0.71606063	0.08075651	0.0
Doxorubicin	ENSG00000157601	11362.55	0.71588496	-0.08940101	0.0
Doxorubicin	ENSG00000173638	11362.19	0.71586073	0.01003979	0.0
Doxorubicin	ENSG00000130958	11360.57	0.7157517	0.0103206	0.0
Doxorubicin	ENSG00000135722	11360.35	0.71573689	0.03951846	0.0
Doxorubicin	ENSG00000169062	11357.26	0.71552892	0.01475684	0.0
Doxorubicin	ENSG00000116176	11356.23	0.7154596	-0.04541851	0.0
Doxorubicin	ENSG00000177494	11355.0	0.71537681	-0.06298144	0.0
Doxorubicin	ENSG00000109445	11354.66	0.71535393	-0.03210995	0.0
Doxorubicin	ENSG00000183508	11354.44	0.71533912	0.0676956	0.0
Doxorubicin	ENSG00000183340	11354.36	0.71533374	-0.05485673	0.0
Doxorubicin	ENSG00000146083	11354.34	0.71533239	-0.05926528	0.0
Doxorubicin	ENSG00000253873	11353.9	0.71530278	0.06638937	0.0
Doxorubicin	ENSG00000141579	11353.47	0.71527384	0.00138057	0.0
Doxorubicin	ENSG00000118482	11351.98	0.71517355	-0.10798427	0.0
Doxorubicin	ENSG00000198369	11351.68	0.71515336	0.01630829	0.0
Doxorubicin	ENSG00000197479	11350.38	0.71506587	0.07063817	0.0
Doxorubicin	ENSG00000188672	11349.59	0.7150127	0.04631327	0.0
Doxorubicin	ENSG00000080371	11349.5	0.71500664	-0.02742518	0.0
Doxorubicin	ENSG00000169583	11348.79	0.71495885	0.00907117	0.0
Doxorubicin	ENSG00000010818	11348.49	0.71493866	0.01287245	0.0
Doxorubicin	ENSG00000175471	11347.37	0.71486328	-0.02970744	0.0
Doxorubicin	ENSG00000136891	11345.15	0.71471387	-0.1437632	0.4
Doxorubicin	ENSG00000278677	11344.97	0.71470175	0.00460251	0.0
Doxorubicin	ENSG00000100426	11344.52	0.71467146	0.00829239	0.0
Doxorubicin	ENSG00000135094	11343.51	0.71460349	-0.01582917	0.0
Doxorubicin	ENSG00000169903	11343.21	0.7145833	0.05024156	0.0
Doxorubicin	ENSG00000125780	11343.05	0.71457253	0.05059885	0.0
Doxorubicin	ENSG00000089356	11340.76	0.7144184	0.04831599	0.0
Doxorubicin	ENSG00000171819	11338.73	0.71428177	-0.0278737	0.0
Doxorubicin	ENSG00000132164	11336.99	0.71416466	-0.01199558	0.0
Doxorubicin	ENSG00000171033	11334.61	0.71400448	-0.02914125	0.0
Doxorubicin	ENSG00000137877	11333.83	0.71395198	0.03064943	0.0
Doxorubicin	ENSG00000100941	11333.63	0.71393852	-0.08447359	0.0
Doxorubicin	ENSG00000130939	11333.09	0.71390218	0.03609859	0.0
Doxorubicin	ENSG00000163788	11332.87	0.71388737	-0.07195732	0.0
Doxorubicin	ENSG00000179271	11331.48	0.71379382	-0.00894389	0.0
Doxorubicin	ENSG00000150625	11328.05	0.71356296	-0.03609778	0.0
Doxorubicin	ENSG00000178974	11327.97	0.71355758	-0.03472102	0.0
Doxorubicin	ENSG00000133561	11327.52	0.71352729	-0.04203343	0.0
Doxorubicin	ENSG00000080802	11327.03	0.71349431	0.02795662	0.0
Doxorubicin	ENSG00000130368	11325.86	0.71341557	0.06661277	0.0
Doxorubicin	ENSG00000108759	11325.43	0.71338662	0.03174878	0.0
Doxorubicin	ENSG00000108588	11322.6	0.71319615	0.00118618	0.0
Doxorubicin	ENSG00000130035	11318.3	0.71290675	-0.06048141	0.0
Doxorubicin	ENSG00000182256	11318.01	0.71288723	0.00832424	0.0
Doxorubicin	ENSG00000106785	11317.48	0.71285156	-0.07881755	0.0
Doxorubicin	ENSG00000134369	11315.1	0.71269137	0.00841031	0.0
Doxorubicin	ENSG00000111669	11311.13	0.71242417	0.05473175	0.0
Doxorubicin	ENSG00000020633	11310.69	0.71239456	-0.07150463	0.0
Doxorubicin	ENSG00000175416	11310.09	0.71235418	0.04890319	0.0
Doxorubicin	ENSG00000067248	11308.98	0.71227947	-0.02794238	0.0
Doxorubicin	ENSG00000120868	11307.95	0.71221015	0.00584816	0.0
Doxorubicin	ENSG00000118246	11307.08	0.71215159	-0.08880038	0.0
Doxorubicin	ENSG00000116525	11306.37	0.7121038	0.03503932	0.0
Doxorubicin	ENSG00000113205	11305.6	0.71205198	-0.01196537	0.0
Doxorubicin	ENSG00000171681	11304.93	0.71200689	-0.09184607	0.0
Doxorubicin	ENSG00000145911	11304.65	0.71198804	-0.03259012	0.0
Doxorubicin	ENSG00000205220	11301.46	0.71177334	-0.05519811	0.0
Doxorubicin	ENSG00000100330	11301.38	0.71176796	0.01608759	0.0
Doxorubicin	ENSG00000108349	11299.79	0.71166094	-0.02361706	0.0
Doxorubicin	ENSG00000073111	11298.89	0.71160037	-0.06116165	0.0
Doxorubicin	ENSG00000108813	11298.59	0.71158018	-0.08957206	0.0
Doxorubicin	ENSG00000100603	11298.46	0.71157143	-0.09421399	0.01
Doxorubicin	ENSG00000136327	11297.25	0.71148999	-0.00674922	0.0
Doxorubicin	ENSG00000180801	11295.65	0.7113823	0.01755641	0.0
Doxorubicin	ENSG00000197323	11295.49	0.71137153	-0.03822079	0.0
Doxorubicin	ENSG00000132749	11294.48	0.71130356	-0.01863631	0.0
Doxorubicin	ENSG00000134463	11293.27	0.71122212	0.05247097	0.0
Doxorubicin	ENSG00000235750	11292.83	0.7111925	0.00515213	0.0
Doxorubicin	ENSG00000137868	11292.6	0.71117702	-0.0591906	0.0
Doxorubicin	ENSG00000172239	11292.48	0.71116895	-0.04582075	0.0
Doxorubicin	ENSG00000197165	11291.3	0.71108953	0.07688849	0.0
Doxorubicin	ENSG00000169021	11290.98	0.71106799	0.01095881	0.0
Doxorubicin	ENSG00000174992	11289.93	0.71099732	0.04338132	0.0
Doxorubicin	ENSG00000166135	11287.81	0.71085464	-0.0938334	0.0
Doxorubicin	ENSG00000173581	11286.25	0.71074964	-0.04721334	0.0
Doxorubicin	ENSG00000186184	11285.16	0.71067628	-0.03018511	0.0
Doxorubicin	ENSG00000060982	11282.58	0.71050264	-0.13043872	0.18
Doxorubicin	ENSG00000157259	11280.18	0.7103411	0.03880171	0.0
Doxorubicin	ENSG00000154118	11280.01	0.71032966	-0.02978512	0.0
Doxorubicin	ENSG00000105982	11279.16	0.71027245	-0.00353269	0.0
Doxorubicin	ENSG00000116852	11278.07	0.71019909	-0.00948789	0.0
Doxorubicin	ENSG00000101191	11277.22	0.71014188	0.01817567	0.0
Doxorubicin	ENSG00000141376	11275.96	0.71005708	-0.0208261	0.0
Doxorubicin	ENSG00000159256	11275.75	0.71004295	-0.07852782	0.0
Doxorubicin	ENSG00000101745	11275.47	0.7100241	-0.0046812	0.0
Doxorubicin	ENSG00000123892	11274.52	0.70996016	-0.04459567	0.0
Doxorubicin	ENSG00000086696	11273.42	0.70988613	-0.02343323	0.0
Doxorubicin	ENSG00000090857	11273.37	0.70988276	0.02685008	0.0
Doxorubicin	ENSG00000116793	11270.91	0.70971719	-0.0134574	0.0
Doxorubicin	ENSG00000180596	11270.78	0.70970844	0.00332905	0.0
Doxorubicin	ENSG00000217555	11269.28	0.70960749	-0.04595776	0.0
Doxorubicin	ENSG00000173209	11265.47	0.70935106	-0.04536222	0.0
Doxorubicin	ENSG00000148832	11264.07	0.70925683	-0.04427883	0.0
Doxorubicin	ENSG00000137825	11263.67	0.70922991	-0.01151921	0.0
Doxorubicin	ENSG00000125651	11263.34	0.7092077	-0.06466087	0.0
Doxorubicin	ENSG00000023445	11261.81	0.70910472	-0.03258959	0.0
Doxorubicin	ENSG00000113838	11261.59	0.70908992	0.00083042	0.0
Doxorubicin	ENSG00000176714	11258.61	0.70888935	-0.01192646	0.0
Doxorubicin	ENSG00000171729	11254.6	0.70861946	0.07634263	0.0
Doxorubicin	ENSG00000071242	11254.31	0.70859994	0.04201781	0.0
Doxorubicin	ENSG00000100170	11252.3	0.70846466	0.06297001	0.0
Doxorubicin	ENSG00000242616	11249.74	0.70829236	-0.04710892	0.0
Doxorubicin	ENSG00000148154	11249.4	0.70826948	-0.01998971	0.0
Doxorubicin	ENSG00000157014	11248.32	0.70819679	-0.03706354	0.0
Doxorubicin	ENSG00000144642	11240.73	0.70768595	-0.03699746	0.0
Doxorubicin	ENSG00000178038	11237.48	0.70746721	0.04226777	0.0
Doxorubicin	ENSG00000100938	11237.45	0.70746519	-0.10445664	0.03
Doxorubicin	ENSG00000172809	11237.34	0.70745779	-0.02183104	0.0
Doxorubicin	ENSG00000105058	11236.86	0.70742548	-0.05165497	0.0
Doxorubicin	ENSG00000122299	11236.21	0.70738173	0.01491915	0.0
Doxorubicin	ENSG00000182810	11236.2	0.70738106	-0.05566578	0.0
Doxorubicin	ENSG00000164114	11235.97	0.70736558	0.00677089	0.0
Doxorubicin	ENSG00000130429	11235.47	0.70733193	0.01599404	0.0
Doxorubicin	ENSG00000100519	11235.3	0.70732049	-0.05778354	0.0
Doxorubicin	ENSG00000179915	11234.74	0.7072828	0.07503344	0.0
Doxorubicin	ENSG00000078699	11233.89	0.70722559	0.02680777	0.0
Doxorubicin	ENSG00000004534	11232.36	0.70712261	-0.0467852	0.0
Doxorubicin	ENSG00000137976	11232.16	0.70710915	0.02887559	0.0
Doxorubicin	ENSG00000124795	11231.76	0.70708223	-0.07692062	0.0
Doxorubicin	ENSG00000170961	11231.72	0.70707954	0.02469254	0.0
Doxorubicin	ENSG00000146950	11230.76	0.70701493	0.03464527	0.0
Doxorubicin	ENSG00000184194	11230.67	0.70700887	-0.04986438	0.0
Doxorubicin	ENSG00000095596	11229.23	0.70691195	-0.01967151	0.0
Doxorubicin	ENSG00000124496	11229.2	0.70690993	0.02552039	0.0
Doxorubicin	ENSG00000173327	11229.09	0.70690253	0.03499727	0.0
Doxorubicin	ENSG00000196433	11227.92	0.70682378	-0.02703609	0.0
Doxorubicin	ENSG00000197888	11227.27	0.70678003	-0.0310496	0.0
Doxorubicin	ENSG00000135226	11227.27	0.70678003	0.03286468	0.0
Doxorubicin	ENSG00000174915	11227.24	0.70677801	0.05788399	0.0
Doxorubicin	ENSG00000166396	11226.41	0.70672215	0.02180307	0.0
Doxorubicin	ENSG00000140403	11224.14	0.70656937	0.01526456	0.0
Doxorubicin	ENSG00000100243	11223.74	0.70654245	0.05955074	0.0
Doxorubicin	ENSG00000187010	11223.14	0.70650207	0.00696451	0.0
Doxorubicin	ENSG00000180818	11222.41	0.70645294	-0.04940606	0.0
Doxorubicin	ENSG00000101132	11222.29	0.70644486	-0.0103887	0.0
Doxorubicin	ENSG00000156282	11222.14	0.70643476	-0.01768538	0.0
Doxorubicin	ENSG00000011083	11221.86	0.70641592	-0.00635685	0.0
Doxorubicin	ENSG00000213190	11220.79	0.7063439	-0.01084105	0.0
Doxorubicin	ENSG00000089123	11220.72	0.70633919	-0.07630527	0.0
Doxorubicin	ENSG00000111832	11220.7	0.70633784	-0.02925049	0.0
Doxorubicin	ENSG00000088386	11218.42	0.70618439	0.008712	0.0
Doxorubicin	ENSG00000087299	11217.48	0.70612112	0.05280817	0.0
Doxorubicin	ENSG00000197540	11217.09	0.70609488	-0.0274157	0.0
Doxorubicin	ENSG00000143742	11216.01	0.70602219	-0.04212747	0.0
Doxorubicin	ENSG00000151090	11215.39	0.70598046	0.01903684	0.0
Doxorubicin	ENSG00000124249	11214.68	0.70593267	0.00568124	0.0
Doxorubicin	ENSG00000103034	11214.47	0.70591854	0.05677613	0.0
Doxorubicin	ENSG00000006071	11211.83	0.70574086	0.06873722	0.0
Doxorubicin	ENSG00000140459	11210.38	0.70564326	0.01316907	0.0
Doxorubicin	ENSG00000157326	11209.28	0.70556923	0.01755193	0.0
Doxorubicin	ENSG00000163406	11208.69	0.70552952	-0.04905801	0.0
Doxorubicin	ENSG00000146378	11207.48	0.70544808	-0.04350503	0.0
Doxorubicin	ENSG00000104549	11205.46	0.70531213	0.15120317	0.49
Doxorubicin	ENSG00000134762	11205.3	0.70530136	-0.07567547	0.0
Doxorubicin	ENSG00000116786	11202.43	0.7051082	-0.03340075	0.0
Doxorubicin	ENSG00000168283	11202.09	0.70508531	-0.03167519	0.0
Doxorubicin	ENSG00000114391	11201.99	0.70507858	-0.07585666	0.0
Doxorubicin	ENSG00000058799	11199.49	0.70491032	-0.00975955	0.0
Doxorubicin	ENSG00000156587	11197.8	0.70479658	-0.14228851	0.37
Doxorubicin	ENSG00000130529	11195.14	0.70461755	0.01919367	0.0
Doxorubicin	ENSG00000154122	11194.33	0.70456303	0.03988355	0.0
Doxorubicin	ENSG00000087903	11192.91	0.70446746	0.00928251	0.0
Doxorubicin	ENSG00000163013	11190.71	0.70431939	0.02606534	0.0
Doxorubicin	ENSG00000161798	11190.05	0.70427497	0.02504129	0.0
Doxorubicin	ENSG00000132640	11189.73	0.70425343	0.00566814	0.0
Doxorubicin	ENSG00000182132	11188.08	0.70414238	-0.02762646	0.0
Doxorubicin	ENSG00000161526	11187.63	0.70411209	-0.06916251	0.0
Doxorubicin	ENSG00000110195	11187.04	0.70407238	-0.05073281	0.0
Doxorubicin	ENSG00000123364	11183.73	0.7038496	-0.04479082	0.0
Doxorubicin	ENSG00000010361	11183.26	0.70381797	0.00866253	0.0
Doxorubicin	ENSG00000132819	11182.75	0.70378365	-0.05591705	0.0
Doxorubicin	ENSG00000064652	11182.22	0.70374797	-0.09350177	0.0
Doxorubicin	ENSG00000146360	11179.8	0.7035851	0.01028468	0.0
Doxorubicin	ENSG00000138622	11179.5	0.70356491	0.0036358	0.0
Doxorubicin	ENSG00000105669	11178.95	0.70352789	0.11616289	0.02
Doxorubicin	ENSG00000102543	11178.93	0.70352654	0.02183199	0.0
Doxorubicin	ENSG00000114867	11178.06	0.70346799	0.04821926	0.0
Doxorubicin	ENSG00000174485	11177.75	0.70344712	-0.0028438	0.0
Doxorubicin	ENSG00000067064	11176.75	0.70337982	0.07263488	0.0
Doxorubicin	ENSG00000005961	11176.35	0.7033529	0.01727756	0.0
Doxorubicin	ENSG00000267228	11176.11	0.70333675	0.09135324	0.0
Doxorubicin	ENSG00000132466	11175.97	0.70332732	-0.04716331	0.0
Doxorubicin	ENSG00000131831	11174.86	0.70325262	0.06203571	0.0
Doxorubicin	ENSG00000215251	11174.04	0.70319743	-0.04702133	0.0
Doxorubicin	ENSG00000103264	11172.85	0.70311733	-0.01423801	0.0
Doxorubicin	ENSG00000169221	11172.54	0.70309647	0.11635658	0.01
Doxorubicin	ENSG00000079432	11172.48	0.70309243	0.03952751	0.0
Doxorubicin	ENSG00000174607	11172.21	0.70307426	0.02071081	0.0
Doxorubicin	ENSG00000139625	11171.41	0.70302042	-0.01945307	0.0
Doxorubicin	ENSG00000102753	11171.06	0.70299686	-0.05943468	0.0
Doxorubicin	ENSG00000126860	11170.25	0.70294234	-0.02977459	0.0
Doxorubicin	ENSG00000236637	11170.14	0.70293494	0.0915294	0.0
Doxorubicin	ENSG00000123352	11169.77	0.70291004	-0.02395092	0.0
Doxorubicin	ENSG00000108786	11169.74	0.70290802	0.05943188	0.0
Doxorubicin	ENSG00000169641	11169.02	0.70285956	-0.08756724	0.0
Doxorubicin	ENSG00000132196	11167.79	0.70277677	0.06919353	0.0
Doxorubicin	ENSG00000151150	11167.76	0.70277475	0.08960361	0.0
Doxorubicin	ENSG00000126467	11167.62	0.70276533	0.02778027	0.0
Doxorubicin	ENSG00000132199	11167.07	0.70272831	-0.01823782	0.0
Doxorubicin	ENSG00000105662	11166.97	0.70272158	0.02189363	0.0
Doxorubicin	ENSG00000104880	11165.61	0.70263005	-0.10690558	0.01
Doxorubicin	ENSG00000179941	11165.38	0.70261457	-0.14156935	0.35
Doxorubicin	ENSG00000114670	11164.57	0.70256005	-0.01549153	0.0
Doxorubicin	ENSG00000113048	11161.11	0.70232718	-0.04971099	0.0
Doxorubicin	ENSG00000173598	11160.91	0.70231372	0.01253698	0.0
Doxorubicin	ENSG00000261857	11158.97	0.70218315	-0.0137673	0.0
Doxorubicin	ENSG00000138792	11158.34	0.70214075	-0.04751384	0.0
Doxorubicin	ENSG00000121897	11157.28	0.70206941	-0.04555301	0.0
Doxorubicin	ENSG00000170525	11156.8	0.7020371	-0.06161688	0.0
Doxorubicin	ENSG00000189108	11155.71	0.70196374	0.0486759	0.0
Doxorubicin	ENSG00000183434	11154.66	0.70189307	-0.04415255	0.0
Doxorubicin	ENSG00000125962	11154.2	0.70186211	-0.03259324	0.0
Doxorubicin	ENSG00000149654	11151.34	0.70166962	-0.01008328	0.0
Doxorubicin	ENSG00000158234	11150.72	0.70162789	-0.05678951	0.0
Doxorubicin	ENSG00000175166	11150.19	0.70159222	0.03240862	0.0
Doxorubicin	ENSG00000027847	11149.39	0.70153837	-0.00409688	0.0
Doxorubicin	ENSG00000136940	11147.67	0.70142261	0.04291861	0.0
Doxorubicin	ENSG00000115488	11146.79	0.70136338	0.00173669	0.0
Doxorubicin	ENSG00000108509	11143.54	0.70114464	-0.07158367	0.0
Doxorubicin	ENSG00000114956	11143.25	0.70112513	-0.02038536	0.0
Doxorubicin	ENSG00000140937	11142.79	0.70109417	-0.01433764	0.0
Doxorubicin	ENSG00000100867	11141.52	0.70100869	0.03960847	0.0
Doxorubicin	ENSG00000117114	11141.49	0.70100667	0.0003146	0.0
Doxorubicin	ENSG00000100196	11139.98	0.70090504	0.0742547	0.0
Doxorubicin	ENSG00000149485	11138.4	0.7007987	-0.02519515	0.0
Doxorubicin	ENSG00000143167	11137.5	0.70073813	0.05543156	0.0
Doxorubicin	ENSG00000080644	11135.74	0.70061967	0.0179165	0.0
Doxorubicin	ENSG00000145920	11135.56	0.70060756	0.11232564	0.02
Doxorubicin	ENSG00000100739	11134.49	0.70053554	0.12768876	0.12
Doxorubicin	ENSG00000079101	11134.08	0.70050795	0.0318847	0.0
Doxorubicin	ENSG00000150540	11132.43	0.70039689	0.1004328	0.01
Doxorubicin	ENSG00000188554	11130.27	0.70025152	-0.03141105	0.0
Doxorubicin	ENSG00000105409	11126.61	0.70000518	0.01535924	0.0
Doxorubicin	ENSG00000121053	11125.36	0.69992105	-0.00182176	0.0
Doxorubicin	ENSG00000173786	11125.04	0.69989951	0.00448316	0.0
Doxorubicin	ENSG00000143603	11124.83	0.69988538	-0.02980703	0.0
Doxorubicin	ENSG00000100578	11121.77	0.69967943	-0.00590591	0.0
Doxorubicin	ENSG00000014641	11118.38	0.69945127	-0.02368468	0.0
Doxorubicin	ENSG00000008086	11117.55	0.69939541	0.04971118	0.0
Doxorubicin	ENSG00000130255	11116.52	0.69932608	-0.06867214	0.0
Doxorubicin	ENSG00000111275	11116.02	0.69929243	0.02853084	0.0
Doxorubicin	ENSG00000165457	11115.67	0.69926887	0.04796832	0.0
Doxorubicin	ENSG00000181409	11114.2	0.69916994	0.05746422	0.0
Doxorubicin	ENSG00000063241	11113.43	0.69911811	0.01980587	0.0
Doxorubicin	ENSG00000107404	11112.73	0.699071	0.06380357	0.0
Doxorubicin	ENSG00000168256	11110.93	0.69894985	-0.0023915	0.0
Doxorubicin	ENSG00000137124	11110.44	0.69891687	-0.01345522	0.0
Doxorubicin	ENSG00000091317	11108.85	0.69880986	-0.06268569	0.0
Doxorubicin	ENSG00000006283	11105.13	0.69855949	-0.02112426	0.0
Doxorubicin	ENSG00000187522	11104.39	0.69850968	-0.00546014	0.0
Doxorubicin	ENSG00000162300	11104.3	0.69850362	-0.0091473	0.0
Doxorubicin	ENSG00000104804	11103.91	0.69847737	-0.02501613	0.0
Doxorubicin	ENSG00000164896	11102.56	0.69838651	0.082149	0.0
Doxorubicin	ENSG00000118217	11102.19	0.69836161	-0.04896079	0.0
Doxorubicin	ENSG00000160796	11102.1	0.69835555	0.01683093	0.0
Doxorubicin	ENSG00000112137	11099.45	0.6981772	-0.03970083	0.0
Doxorubicin	ENSG00000115828	11099.27	0.69816508	-0.00906091	0.0
Doxorubicin	ENSG00000176788	11098.75	0.69813008	-0.02031928	0.0
Doxorubicin	ENSG00000159164	11098.68	0.69812537	-0.02483062	0.0
Doxorubicin	ENSG00000116704	11097.97	0.69807759	-0.00611028	0.0
Doxorubicin	ENSG00000120616	11097.95	0.69807624	-0.0386454	0.0
Doxorubicin	ENSG00000187193	11097.6	0.69805268	-0.00714077	0.0
Doxorubicin	ENSG00000177469	11096.36	0.69796923	-0.08969878	0.0
Doxorubicin	ENSG00000149499	11095.17	0.69788913	-0.01288091	0.0
Doxorubicin	ENSG00000137090	11095.04	0.69788039	0.00230324	0.0
Doxorubicin	ENSG00000035928	11093.8	0.69779693	-0.11058359	0.01
Doxorubicin	ENSG00000029363	11093.22	0.69775789	-0.10012586	0.01
Doxorubicin	ENSG00000166747	11092.49	0.69770876	0.00275544	0.0
Doxorubicin	ENSG00000167910	11092.45	0.69770607	-0.01075792	0.0
Doxorubicin	ENSG00000258992	11092.31	0.69769664	-0.07684064	0.0
Doxorubicin	ENSG00000172867	11092.11	0.69768318	-0.03560714	0.0
Doxorubicin	ENSG00000100316	11091.27	0.69762665	-0.06934239	0.0
Doxorubicin	ENSG00000076928	11091.26	0.69762598	0.00036708	0.0
Doxorubicin	ENSG00000105339	11090.35	0.69756473	-0.04940828	0.0
Doxorubicin	ENSG00000143224	11089.16	0.69748464	0.01616895	0.0
Doxorubicin	ENSG00000101327	11088.73	0.6974557	0.01871969	0.0
Doxorubicin	ENSG00000156642	11088.68	0.69745233	0.00563394	0.0
Doxorubicin	ENSG00000176340	11087.38	0.69736483	0.05675055	0.0
Doxorubicin	ENSG00000119899	11086.54	0.6973083	0.09339501	0.0
Doxorubicin	ENSG00000165983	11085.11	0.69721205	-0.04108363	0.0
Doxorubicin	ENSG00000171885	11084.27	0.69715552	0.04993371	0.0
Doxorubicin	ENSG00000085998	11081.48	0.69696774	0.07579692	0.0
Doxorubicin	ENSG00000105552	11080.7	0.69691524	0.0151349	0.0
Doxorubicin	ENSG00000126262	11079.2	0.69681429	0.09762704	0.0
Doxorubicin	ENSG00000160183	11078.53	0.69676919	0.02197581	0.0
Doxorubicin	ENSG00000179142	11077.97	0.6967315	0.04123816	0.0
Doxorubicin	ENSG00000100227	11077.29	0.69668573	-0.0451101	0.0
Doxorubicin	ENSG00000029364	11076.99	0.69666554	0.02008861	0.0
Doxorubicin	ENSG00000176473	11074.63	0.6965067	-0.08955212	0.02
Doxorubicin	ENSG00000184205	11073.45	0.69642729	0.02913304	0.0
Doxorubicin	ENSG00000198689	11071.39	0.69628864	-0.04785228	0.0
Doxorubicin	ENSG00000120688	11071.34	0.69628527	-0.06741112	0.0
Doxorubicin	ENSG00000124812	11070.86	0.69625297	-0.03160001	0.0
Doxorubicin	ENSG00000137558	11070.86	0.69625297	-0.0070837	0.0
Doxorubicin	ENSG00000124490	11070.86	0.69625297	0.03269894	0.0
Doxorubicin	ENSG00000088247	11070.54	0.69623143	-0.02968635	0.0
Doxorubicin	ENSG00000172164	11066.96	0.69599048	0.03170028	0.0
Doxorubicin	ENSG00000021776	11065.32	0.6958801	-0.07044938	0.0
Doxorubicin	ENSG00000113851	11064.57	0.69582962	-0.10547172	0.01
Doxorubicin	ENSG00000198825	11064.2	0.69580472	0.0149738	0.0
Doxorubicin	ENSG00000102043	11063.6	0.69576434	-0.00252398	0.0
Doxorubicin	ENSG00000073711	11063.3	0.69574415	-0.01797356	0.0
Doxorubicin	ENSG00000116035	11061.3	0.69560954	-0.02914236	0.0
Doxorubicin	ENSG00000118762	11060.74	0.69557185	-0.04473686	0.0
Doxorubicin	ENSG00000118960	11060.28	0.69554089	0.00949403	0.0
Doxorubicin	ENSG00000112697	11060.13	0.69553079	0.00569052	0.0
Doxorubicin	ENSG00000164266	11058.57	0.6954258	0.1585839	0.67
Doxorubicin	ENSG00000100532	11057.68	0.6953659	-0.04184335	0.0
Doxorubicin	ENSG00000130508	11056.36	0.69527705	0.00029721	0.0
